comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
En mi día a día con el curso observo que no estoy nada satisfecho con la forma de enseñar del profesor. Este punto me genera bastante frustración. Esa impresión se mantiene con el paso de las semanas.,muy_negativo,profesor,queja,medio,1,2,recomendaria_profesor,1,2
Con la mente puesta en mis objetivos profesionales valoro que los problemas técnicos son constantes y afectan mucho a mi aprendizaje. Este punto me genera bastante frustración. Es un aspecto que comparto también con mis compañeros.,muy_negativo,tecnologia,queja,medio,1,2,clase_visibilidad_pantalla,1,2
El profesor responde a las dudas y facilita el seguimiento del temario.,positivo,profesor,constructivo,corto,3,5,dominio_materia,3,5
El ritmo de clase no siempre se adapta al grupo. El equipo docente cuida los ritmos y los descansos.,negativo,clase,informal,medio,1,3,clase_duracion,1,3
"Desde el primer módulo he sentido que el profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles. Creo que aún se podrían mejorar algunos detalles.",neutral,profesor,constructivo,corto,2,4,recomendaria_profesor,2,4
Los materiales del curso aportan valor y complementan bien las clases. Me da herramientas concretas para actuar en el trabajo. Define la confianza que tengo en seguir avanzando.,positivo,contenido,formal,largo,3,5,contenidos_adecuados,3,5
En mi día a día con el curso observo que estoy muy insatisfecho con la atención recibida por parte del soporte.,muy_negativo,soporte,formal,medio,1,2,velocidad_respuesta,1,2
"Si pienso en el progreso del curso, creo que he tenido varios problemas técnicos que cortan el ritmo de la sesión.",negativo,tecnologia,queja,corto,1,3,clase_calidad_conexion,1,3
"El profesor suele explicar bien, aunque a veces va un poco rápido. Valoro mucho este aspecto del curso.",positivo,profesor,elogio,corto,3,5,recomendaria_profesor,3,5
Echo en falta más actividades prácticas en esta metodología. Se nota que cada bloque responde a un propósito concreto.,negativo,metodologia,informal,corto,1,3,contenidos_adecuados,1,3
"Si pienso en el progreso del curso, creo que la plataforma a veces se bloquea o responde lenta. Este punto me genera bastante frustración. La plataforma permite seguir la clase incluso desde el móvil. Es un aspecto que comparto también con mis compañeros.",negativo,tecnologia,queja,largo,1,3,clase_calidad_audio,1,3
Al repasar mis notas concluyo que siento que pierdo el tiempo en bastantes sesiones. Este punto me genera bastante frustración.,muy_negativo,clase,queja,medio,1,2,clase_conveniencia_dia,1,2
Repetiría una formación similar con esta escuela. Valoro mucho este aspecto del curso. Veo coherencia entre lo prometido y lo que recibimos.,positivo,general,elogio,corto,3,5,ninguno,1,5
"El profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles. Hace que las dudas se resuelvan con rapidez. Es algo que impacta en mi motivación diaria.",neutral,profesor,informal,medio,2,4,accesible_y_atiende_consultas,2,4
"Si pienso en el progreso del curso, creo que el profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles.",neutral,profesor,sugerencia,corto,2,4,preparado_clases,2,4
En conversaciones con mis compañeros coincidimos en que las explicaciones del profesor son correctas pero podrían ser más dinámicas.,neutral,profesor,constructivo,corto,2,4,accesible_y_atiende_consultas,2,4
Tras varias sesiones puedo decir que las conexiones fallan con bastante frecuencia. Se nota que prueban las soluciones antes de cada sesión.,negativo,tecnologia,formal,corto,1,3,clase_calidad_audio,1,3
"Si pienso en el progreso del curso, creo que recomendaría este curso sin dudarlo a otras personas.",muy_positivo,general,informal,corto,4,5,ninguno,1,5
La calidad del audio o vídeo a veces dificulta seguir la clase. El soporte técnico interviene con rapidez cuando hace falta. Siento que el equipo debería tenerlo en cuenta.,negativo,tecnologia,formal,largo,1,3,clase_calidad_audio,1,3
En mi día a día con el curso observo que en general la plataforma responde bien y es estable. Creo que aún se podrían mejorar algunos detalles. La parte digital nunca me ha dejado fuera de una actividad.,positivo,tecnologia,constructivo,corto,3,5,clase_visibilidad_pantalla,3,5
En mi día a día con el curso observo que el profesor no consigue explicar los contenidos de forma comprensible. Este punto me genera bastante frustración. El acompañamiento docente es clave para que avance.,muy_negativo,profesor,queja,medio,1,2,preparado_clases,1,2
"En mi día a día con el curso observo que las actividades son aceptables, aunque podrían ser más variadas. Consigue equilibrar teoría y casos reales de forma constante. Creo que resume bien cómo vivo el curso.",neutral,metodologia,formal,largo,2,4,conocimientos_utiles_futuro,2,4
En varias ocasiones he sentido que el soporte tardaba demasiado en responder.,negativo,soporte,informal,corto,1,3,velocidad_respuesta,1,3
Recomendaría este curso sin dudarlo a otras personas.,muy_positivo,general,formal,corto,4,5,ninguno,1,5
En mi día a día con el curso observo que la mayor parte del contenido me resulta aplicable a mi trabajo. Valoro mucho este aspecto del curso. Aporta claridad sobre temas que antes veía confusos.,positivo,contenido,elogio,corto,3,5,conocimientos_utiles_futuro,3,5
"Mirando mi avance hasta ahora entiendo que la estructura de las sesiones es razonable, pero algo predecible. Me gustaría que se introdujeran cambios en este sentido. Las dinámicas se integran bien con los objetivos de cada módulo. Define la confianza que tengo en seguir avanzando.",neutral,metodologia,sugerencia,largo,2,4,organiza_actividades,2,4
"A lo largo de estas semanas he notado que he tenido varios problemas técnicos que cortan el ritmo de la sesión. Las grabaciones mantienen una calidad más que correcta. Para mí, marca la diferencia respecto a otros programas.",negativo,tecnologia,informal,largo,1,3,clase_calidad_audio,1,3
Desde mi perspectiva personal considero que estoy muy insatisfecho con la atención recibida por parte del soporte. Este punto me genera bastante frustración.,muy_negativo,soporte,queja,corto,1,2,utilidad_anuncios,1,2
"Desde el primer módulo he sentido que no tengo una opinión muy fuerte sobre el soporte, es razonable.",neutral,soporte,formal,corto,2,4,velocidad_respuesta,2,4
Analizando lo que he aprendido siento que no siento que el equipo de soporte se preocupe por mis problemas. Este punto me genera bastante frustración. La comunicación por correo y chat está bien coordinada.,muy_negativo,soporte,queja,corto,1,2,velocidad_respuesta,1,2
A lo largo de estas semanas he notado que no veo relación clara entre la metodología y los objetivos del curso. Este punto me genera bastante frustración. La evolución de la dificultad está bastante cuidada.,muy_negativo,metodologia,queja,medio,1,2,grado_dificultad,1,2
"Al repasar mis notas concluyo que siento que la forma de trabajar es estándar, ni especialmente buena ni mala.",neutral,metodologia,formal,corto,2,4,grado_dificultad,2,4
Tras varias sesiones puedo decir que me gustaría que la metodología fuera más interactiva. Este punto me genera bastante frustración. Se refleja en los resultados que obtengo en cada entrega.,negativo,metodologia,queja,largo,1,3,contenidos_adecuados,1,3
"Echo en falta más ejemplos o aclaraciones por parte del profesor. Este punto me genera bastante frustración. Me anima a preparar las sesiones con antelación. Para mí, marca la diferencia respecto a otros programas.",negativo,profesor,queja,largo,1,3,dominio_materia,1,3
"Si pienso en el progreso del curso, creo que la experiencia global ha sido buena, con algunos puntos mejorables. Valoro mucho este aspecto del curso. Es un aspecto que comparto también con mis compañeros.",positivo,general,elogio,largo,3,5,ninguno,1,5
Mirando mi avance hasta ahora entiendo que el contenido es profundo y a la vez fácil de seguir. Valoro mucho este aspecto del curso. Encuentro referencias útiles para seguir investigando por mi cuenta. Es algo que impacta en mi motivación diaria.,muy_positivo,contenido,elogio,largo,4,5,conocimientos_utiles_futuro,4,5
La atención al alumno podría ser bastante más ágil. Creo que aún se podrían mejorar algunos detalles. Es algo que impacta en mi motivación diaria.,negativo,soporte,constructivo,largo,1,3,velocidad_respuesta,1,3
"No tengo una opinión muy fuerte sobre el soporte, es razonable. Siento que hacen un esfuerzo genuino por escucharnos.",neutral,soporte,formal,medio,2,4,velocidad_respuesta,2,4
"Cuando comparo esta formación con otras, percibo que las clases suelen tener un ritmo adecuado en la mayoría de los días. Me gustaría que se introdujeran cambios en este sentido. El equipo docente cuida los ritmos y los descansos.",positivo,clase,sugerencia,corto,3,5,clase_duracion,3,5
"Mirando mi avance hasta ahora entiendo que la plataforma cumple su función, sin destacar demasiado.",neutral,tecnologia,constructivo,corto,2,4,clase_visibilidad_pantalla,2,4
Con la mente puesta en mis objetivos profesionales valoro que la calidad de audio y vídeo en las clases online es excelente. Valoro mucho este aspecto del curso.,muy_positivo,tecnologia,elogio,corto,4,5,clase_visibilidad_pantalla,4,5
Estoy muy satisfecho con la experiencia global del curso.,muy_positivo,general,formal,corto,4,5,ninguno,1,5
"Cuando comparo esta formación con otras, percibo que no disfruto las clases y a menudo desconecto. Salgo de cada clase con ideas prácticas para aplicar.",muy_negativo,clase,formal,medio,1,2,clase_horario,1,2
En conversaciones con mis compañeros coincidimos en que la atención al alumno es excelente y muy cercana.,muy_positivo,soporte,formal,corto,4,5,utilidad_anuncios,4,5
"En conversaciones con mis compañeros coincidimos en que las clases son correctas, sin algo especialmente destacable. Las interacciones con los compañeros enriquecen las sesiones. Esa impresión se mantiene con el paso de las semanas.",neutral,clase,informal,medio,2,4,clase_duracion,2,4
A veces las clases son más interesantes y otras más densas. Me gustaría que se introdujeran cambios en este sentido.,neutral,clase,sugerencia,corto,2,4,clase_duracion,2,4
En general las clases son agradables y productivas. Me gustaría que se introdujeran cambios en este sentido. El ambiente que se genera invita a preguntar sin miedo.,positivo,clase,sugerencia,medio,3,5,clase_conveniencia_dia,3,5
"Cuando comparo esta formación con otras, percibo que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Consigue equilibrar teoría y casos reales de forma constante. Se refleja en los resultados que obtengo en cada entrega.",negativo,metodologia,informal,largo,1,3,grado_dificultad,1,3
"Cuando comparo esta formación con otras, percibo que las explicaciones del profesor son correctas pero podrían ser más dinámicas.",neutral,profesor,sugerencia,corto,2,4,recomendaria_profesor,2,4
"En mi día a día con el curso observo que mi experiencia general con el curso es correcta, sin ser espectacular. Me deja con ganas de seguir conectada a la comunidad.",neutral,general,formal,corto,2,4,ninguno,1,5
Tras varias sesiones puedo decir que los problemas técnicos son constantes y afectan mucho a mi aprendizaje. Este punto me genera bastante frustración. Se refleja en los resultados que obtengo en cada entrega.,muy_negativo,tecnologia,queja,largo,1,2,clase_visibilidad_pantalla,1,2
Con la mente puesta en mis objetivos profesionales valoro que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Creo que resume bien cómo vivo el curso.,negativo,metodologia,informal,medio,1,3,conocimientos_utiles_futuro,1,3
A lo largo de estas semanas he notado que no he encontrado utilidad real en la mayoría de los contenidos. Este punto me genera bastante frustración.,muy_negativo,contenido,queja,corto,1,2,contenidos_adecuados,1,2
La mayoría de las sesiones me parecen poco aprovechables. Este punto me genera bastante frustración. Las dinámicas grupales hacen que el tiempo pase rápido. Lo tengo muy presente cuando hablo de la escuela.,muy_negativo,clase,queja,largo,1,2,clase_conveniencia_dia,1,2
